DATE|IMSI|PRIMARY INTEREST|SECONDARY INTEREST|WEIGHTING
FEBRUARY 2016|123456700000092|News & Media|Magazines & E-Zines|48
FEBRUARY 2016|123456700000092|Sport|Golf|0
FEBRUARY 2016|123456700000093|Finance|Banking|40
FEBRUARY 2016|123456700000093|Gambling|Sports Gambling|25
FEBRUARY 2016|123456700000093|Sport|Sport|32
FEBRUARY 2016|123456700000093|Sport|Sport|32
FEBRUARY 2016|123456700000093|News & Media|News|66
FEBRUARY 2016|123456700000094|News & Media|Magazines & E-Zines|22
FEBRUARY 2016|123456700000094|Arts & Entertainment|TV & Video|18
FEBRUARY 2016|123456700000094|Finance|Banking|90
FEBRUARY 2016|123456700000094|Books & Literature|Book Retailers|13
FEBRUARY 2016|123456700000094|Arts & Entertainment|TV & Video|99
FEBRUARY 2016|123456700000095|Sport|Golf|55
FEBRUARY 2016|123456700000095|Sport|Golf|8
FEBRUARY 2016|123456700000095|Sport|Rugby|51
FEBRUARY 2016|123456700000095|Sport|Sport|44
FEBRUARY 2016|123456700000095|News & Media|Science|51
FEBRUARY 2016|123456700000096|Sport|Sport|44
FEBRUARY 2016|123456700000096|Internet & Telecom|Social Networking|22
FEBRUARY 2016|123456700000096|Sport|Sport|77
FEBRUARY 2016|123456700000096|Sport|Soccer|9
FEBRUARY 2016|123456700000096|Sport|Sport|48
FEBRUARY 2016|123456700000097|News & Media|Science|44
FEBRUARY 2016|123456700000097|Gambling|Sports Gambling|22
FEBRUARY 2016|123456700000097|Sport|Golf|19
FEBRUARY 2016|123456700000097|News & Media|News|85
FEBRUARY 2016|123456700000097|News & Media|News|66
FEBRUARY 2016|123456700000098|News & Media|Science|93
FEBRUARY 2016|123456700000098|Sport|Rugby|68
FEBRUARY 2016|123456700000098|Internet & Telecom|Social Networking|0
FEBRUARY 2016|123456700000098|Sport|Sport|94
FEBRUARY 2016|123456700000098|News & Media|Science|70
FEBRUARY 2016|123456700000099|Sport|Sport|0
FEBRUARY 2016|123456700000099|News & Media|Science|94
FEBRUARY 2016|123456700000099|Sport|Golf|22
FEBRUARY 2016|123456700000099|Books & Literature|Book Retailers|99
FEBRUARY 2016|123456700000099|Sport|Sport|84
FEBRUARY 2016|123456700000100|Gambling|Sports Gambling|19
FEBRUARY 2016|123456700000100|Arts & Entertainment|TV & Video|79
FEBRUARY 2016|123456700000100|Sport|Rugby|33
FEBRUARY 2016|123456700000100|Sport|Soccer|66
FEBRUARY 2016|123456700000100|News & Media|Magazines & E-Zines|52
FEBRUARY 2016|123456700000101|Finance|Banking|11
FEBRUARY 2016|123456700000101|Gambling|Sports Gambling|21
FEBRUARY 2016|123456700000101|News & Media|News|94
FEBRUARY 2016|123456700000101|Arts & Entertainment|TV & Video|78
FEBRUARY 2016|123456700000101|News & Media|Magazines & E-Zines|87
FEBRUARY 2016|123456700000102|Sport|Rugby|6
FEBRUARY 2016|123456700000102|Sport|Soccer|27
FEBRUARY 2016|123456700000102|Sport|Rugby|52
FEBRUARY 2016|123456700000102|News & Media|Magazines & E-Zines|19
FEBRUARY 2016|123456700000102|News & Media|Magazines & E-Zines|61
FEBRUARY 2016|123456700000103|Sport|Soccer|71
FEBRUARY 2016|123456700000103|Gambling|Sports Gambling|88
FEBRUARY 2016|123456700000103|Arts & Entertainment|TV & Video|33
FEBRUARY 2016|123456700000103|News & Media|Magazines & E-Zines|74
FEBRUARY 2016|123456700000103|Sport|Golf|40
FEBRUARY 2016|123456700000104|Arts & Entertainment|TV & Video|66
FEBRUARY 2016|123456700000104|Gambling|Sports Gambling|35
FEBRUARY 2016|123456700000104|News & Media|Magazines & E-Zines|56
FEBRUARY 2016|123456700000104|Books & Literature|Book Retailers|96
FEBRUARY 2016|123456700000104|Sport|Sport|13
FEBRUARY 2016|123456700000105|Arts & Entertainment|TV & Video|75
FEBRUARY 2016|123456700000105|News & Media|Science|28
FEBRUARY 2016|123456700000105|Internet & Telecom|Social Networking|2
FEBRUARY 2016|123456700000105|News & Media|News|48
FEBRUARY 2016|123456700000105|Sport|Rugby|94
FEBRUARY 2016|123456700000106|Internet & Telecom|Social Networking|96
FEBRUARY 2016|123456700000106|Sport|Golf|19
FEBRUARY 2016|123456700000106|News & Media|Magazines & E-Zines|55
FEBRUARY 2016|123456700000106|News & Media|Magazines & E-Zines|82
FEBRUARY 2016|123456700000106|News & Media|News|72
FEBRUARY 2016|123456700000107|News & Media|Magazines & E-Zines|39
FEBRUARY 2016|123456700000107|Sport|Rugby|85
FEBRUARY 2016|123456700000107|Internet & Telecom|Social Networking|55
FEBRUARY 2016|123456700000107|News & Media|News|70
FEBRUARY 2016|123456700000107|Arts & Entertainment|TV & Video|74
FEBRUARY 2016|123456700000108|News & Media|Magazines & E-Zines|25
FEBRUARY 2016|123456700000108|News & Media|Science|21
FEBRUARY 2016|123456700000108|Sport|Sport|47
FEBRUARY 2016|123456700000108|Sport|Sport|95
FEBRUARY 2016|123456700000108|Arts & Entertainment|TV & Video|61
FEBRUARY 2016|123456700000109|Arts & Entertainment|TV & Video|81
FEBRUARY 2016|123456700000109|Sport|Soccer|67
FEBRUARY 2016|123456700000109|News & Media|Magazines & E-Zines|30
FEBRUARY 2016|123456700000109|Sport|Rugby|22
FEBRUARY 2016|123456700000109|Internet & Telecom|Social Networking|81
FEBRUARY 2016|123456700000110|Sport|Soccer|28
FEBRUARY 2016|123456700000110|Arts & Entertainment|TV & Video|95
FEBRUARY 2016|123456700000110|Books & Literature|Book Retailers|58
FEBRUARY 2016|123456700000110|Sport|Rugby|48
FEBRUARY 2016|123456700000110|Internet & Telecom|Social Networking|73
FEBRUARY 2016|123456700000111|Sport|Sport|26
FEBRUARY 2016|123456700000111|News & Media|Magazines & E-Zines|70
FEBRUARY 2016|123456700000111|Sport|Rugby|42
FEBRUARY 2016|123456700000111|Arts & Entertainment|TV & Video|73
FEBRUARY 2016|123456700000111|News & Media|News|77
FEBRUARY 2016|123456700000112|News & Media|Magazines & E-Zines|60
FEBRUARY 2016|123456700000112|Gambling|Sports Gambling|23
FEBRUARY 2016|123456700000112|News & Media|Science|60
FEBRUARY 2016|123456700000112|Sport|Sport|6
FEBRUARY 2016|123456700000112|Sport|Golf|16
FEBRUARY 2016|123456700000113|News & Media|Magazines & E-Zines|4
FEBRUARY 2016|123456700000113|Sport|Golf|11
FEBRUARY 2016|123456700000113|Sport|Rugby|47
FEBRUARY 2016|123456700000113|Gambling|Sports Gambling|88
FEBRUARY 2016|123456700000113|News & Media|Magazines & E-Zines|83
FEBRUARY 2016|123456700000114|Finance|Banking|9
FEBRUARY 2016|123456700000114|Finance|Banking|11
FEBRUARY 2016|123456700000114|Arts & Entertainment|TV & Video|12
FEBRUARY 2016|123456700000114|News & Media|Magazines & E-Zines|47
FEBRUARY 2016|123456700000114|Sport|Rugby|43
FEBRUARY 2016|123456700000115|Sport|Sport|17
FEBRUARY 2016|123456700000115|Sport|Golf|23
FEBRUARY 2016|123456700000115|Books & Literature|Book Retailers|38
FEBRUARY 2016|123456700000115|Internet & Telecom|Social Networking|67
FEBRUARY 2016|123456700000115|Arts & Entertainment|TV & Video|44
FEBRUARY 2016|123456700000116|Sport|Soccer|50
FEBRUARY 2016|123456700000116|Gambling|Sports Gambling|25
FEBRUARY 2016|123456700000116|Arts & Entertainment|TV & Video|99
FEBRUARY 2016|123456700000116|Sport|Soccer|56
FEBRUARY 2016|123456700000116|Sport|Sport|96
FEBRUARY 2016|123456700000117|Internet & Telecom|Social Networking|42
FEBRUARY 2016|123456700000117|News & Media|News|25
FEBRUARY 2016|123456700000117|News & Media|Science|81
FEBRUARY 2016|123456700000117|Arts & Entertainment|TV & Video|47
FEBRUARY 2016|123456700000117|Internet & Telecom|Social Networking|8
FEBRUARY 2016|123456700000118|Sport|Sport|0
FEBRUARY 2016|123456700000118|Gambling|Sports Gambling|47
FEBRUARY 2016|123456700000118|Internet & Telecom|Social Networking|0
FEBRUARY 2016|123456700000118|Internet & Telecom|Social Networking|66
FEBRUARY 2016|123456700000118|Books & Literature|Book Retailers|44
FEBRUARY 2016|123456700000119|Gambling|Sports Gambling|83
FEBRUARY 2016|123456700000119|Arts & Entertainment|TV & Video|68
FEBRUARY 2016|123456700000119|Gambling|Sports Gambling|89
FEBRUARY 2016|123456700000119|Gambling|Sports Gambling|77
FEBRUARY 2016|123456700000119|Sport|Golf|45
FEBRUARY 2016|123456700000120|News & Media|News|54
FEBRUARY 2016|123456700000120|Finance|Banking|30
FEBRUARY 2016|123456700000120|News & Media|Science|91
FEBRUARY 2016|123456700000120|Sport|Soccer|98
FEBRUARY 2016|123456700000120|Books & Literature|Book Retailers|21
FEBRUARY 2016|123456700000121|Finance|Banking|21
FEBRUARY 2016|123456700000121|Books & Literature|Book Retailers|67
FEBRUARY 2016|123456700000121|Sport|Sport|5
FEBRUARY 2016|123456700000121|Internet & Telecom|Social Networking|91
FEBRUARY 2016|123456700000121|Arts & Entertainment|TV & Video|71
FEBRUARY 2016|123456700000122|Sport|Rugby|69
FEBRUARY 2016|123456700000122|Gambling|Sports Gambling|19
FEBRUARY 2016|123456700000122|News & Media|Magazines & E-Zines|19
FEBRUARY 2016|123456700000122|Sport|Golf|89
FEBRUARY 2016|123456700000122|Arts & Entertainment|TV & Video|41
FEBRUARY 2016|123456700000123|Gambling|Sports Gambling|9
FEBRUARY 2016|123456700000123|Sport|Soccer|51
FEBRUARY 2016|123456700000123|News & Media|Magazines & E-Zines|75
FEBRUARY 2016|123456700000123|Sport|Rugby|7
FEBRUARY 2016|123456700000123|Sport|Soccer|11
FEBRUARY 2016|123456700000124|Finance|Banking|94
FEBRUARY 2016|123456700000124|Sport|Sport|2
FEBRUARY 2016|123456700000124|Finance|Banking|26
FEBRUARY 2016|123456700000124|Gambling|Sports Gambling|21
FEBRUARY 2016|123456700000124|News & Media|News|8
FEBRUARY 2016|123456700000125|Finance|Banking|36
FEBRUARY 2016|123456700000125|Arts & Entertainment|TV & Video|0
FEBRUARY 2016|123456700000125|News & Media|Science|93
FEBRUARY 2016|123456700000125|Internet & Telecom|Social Networking|90
FEBRUARY 2016|123456700000125|News & Media|Science|91
FEBRUARY 2016|123456700000126|News & Media|News|43
FEBRUARY 2016|123456700000126|Internet & Telecom|Social Networking|94
FEBRUARY 2016|123456700000126|Finance|Banking|31
FEBRUARY 2016|123456700000126|News & Media|Science|18
FEBRUARY 2016|123456700000126|Sport|Sport|93
FEBRUARY 2016|123456700000127|News & Media|News|35
FEBRUARY 2016|123456700000127|Sport|Golf|73
FEBRUARY 2016|123456700000127|News & Media|News|24
FEBRUARY 2016|123456700000127|News & Media|News|41
FEBRUARY 2016|123456700000127|Sport|Golf|67
FEBRUARY 2016|123456700000128|News & Media|Science|82
FEBRUARY 2016|123456700000128|News & Media|Science|92
FEBRUARY 2016|123456700000128|News & Media|News|87
FEBRUARY 2016|123456700000128|News & Media|News|28
FEBRUARY 2016|123456700000128|Sport|Golf|63
FEBRUARY 2016|123456700000129|News & Media|Magazines & E-Zines|39
FEBRUARY 2016|123456700000129|News & Media|News|25
FEBRUARY 2016|123456700000129|News & Media|Science|100
FEBRUARY 2016|123456700000129|Books & Literature|Book Retailers|96
FEBRUARY 2016|123456700000129|Sport|Sport|5
FEBRUARY 2016|123456700000130|Gambling|Sports Gambling|10
FEBRUARY 2016|123456700000130|Finance|Banking|48
FEBRUARY 2016|123456700000130|Sport|Soccer|27
FEBRUARY 2016|123456700000130|Sport|Soccer|65
FEBRUARY 2016|123456700000130|Sport|Sport|74
FEBRUARY 2016|123456700000131|Sport|Rugby|74
FEBRUARY 2016|123456700000131|Books & Literature|Book Retailers|63
FEBRUARY 2016|123456700000131|Internet & Telecom|Social Networking|54
FEBRUARY 2016|123456700000131|Sport|Golf|73
FEBRUARY 2016|123456700000131|Arts & Entertainment|TV & Video|91
FEBRUARY 2016|123456700000132|News & Media|News|34
FEBRUARY 2016|123456700000132|Arts & Entertainment|TV & Video|5
FEBRUARY 2016|123456700000132|Sport|Golf|44
FEBRUARY 2016|123456700000132|News & Media|Magazines & E-Zines|5
FEBRUARY 2016|123456700000132|Arts & Entertainment|TV & Video|18
FEBRUARY 2016|123456700000133|Gambling|Sports Gambling|45
FEBRUARY 2016|123456700000133|News & Media|Magazines & E-Zines|100
FEBRUARY 2016|123456700000133|Gambling|Sports Gambling|88
FEBRUARY 2016|123456700000133|Gambling|Sports Gambling|23
FEBRUARY 2016|123456700000133|Sport|Golf|48
FEBRUARY 2016|123456700000134|News & Media|News|96
FEBRUARY 2016|123456700000134|News & Media|Magazines & E-Zines|87
FEBRUARY 2016|123456700000134|Finance|Banking|19
FEBRUARY 2016|123456700000134|Internet & Telecom|Social Networking|16
FEBRUARY 2016|123456700000134|Arts & Entertainment|TV & Video|86
FEBRUARY 2016|123456700000135|Internet & Telecom|Social Networking|20
FEBRUARY 2016|123456700000135|News & Media|Magazines & E-Zines|9
FEBRUARY 2016|123456700000135|Sport|Soccer|6
FEBRUARY 2016|123456700000135|Sport|Soccer|23
FEBRUARY 2016|123456700000135|Finance|Banking|15
FEBRUARY 2016|123456700000136|News & Media|Magazines & E-Zines|7
FEBRUARY 2016|123456700000136|Internet & Telecom|Social Networking|76
FEBRUARY 2016|123456700000136|Finance|Banking|3
FEBRUARY 2016|123456700000136|Internet & Telecom|Social Networking|9
FEBRUARY 2016|123456700000136|Finance|Banking|55
FEBRUARY 2016|123456700000137|Books & Literature|Book Retailers|78
FEBRUARY 2016|123456700000137|Sport|Soccer|59
FEBRUARY 2016|123456700000137|Sport|Soccer|5
FEBRUARY 2016|123456700000137|Finance|Banking|34
FEBRUARY 2016|123456700000137|Finance|Banking|48
FEBRUARY 2016|123456700000138|Finance|Banking|34
FEBRUARY 2016|123456700000138|Finance|Banking|79
FEBRUARY 2016|123456700000138|News & Media|Magazines & E-Zines|33
FEBRUARY 2016|123456700000138|Sport|Rugby|59
FEBRUARY 2016|123456700000138|Books & Literature|Book Retailers|11
FEBRUARY 2016|123456700000139|Gambling|Sports Gambling|85
FEBRUARY 2016|123456700000139|News & Media|News|39
FEBRUARY 2016|123456700000139|Arts & Entertainment|TV & Video|90
FEBRUARY 2016|123456700000139|Gambling|Sports Gambling|55
FEBRUARY 2016|123456700000139|Sport|Rugby|82
FEBRUARY 2016|123456700000140|News & Media|Magazines & E-Zines|98
FEBRUARY 2016|123456700000140|News & Media|News|49
FEBRUARY 2016|123456700000140|Internet & Telecom|Social Networking|3
FEBRUARY 2016|123456700000140|Finance|Banking|87
FEBRUARY 2016|123456700000140|Internet & Telecom|Social Networking|7
FEBRUARY 2016|123456700000141|Internet & Telecom|Social Networking|25
FEBRUARY 2016|123456700000141|News & Media|News|61
FEBRUARY 2016|123456700000141|Gambling|Sports Gambling|51
FEBRUARY 2016|123456700000141|Sport|Soccer|37
FEBRUARY 2016|123456700000141|Internet & Telecom|Social Networking|86
FEBRUARY 2016|123456700000142|News & Media|Magazines & E-Zines|32
FEBRUARY 2016|123456700000142|Sport|Rugby|50
FEBRUARY 2016|123456700000142|Books & Literature|Book Retailers|78
FEBRUARY 2016|123456700000142|Sport|Soccer|89
FEBRUARY 2016|123456700000142|Internet & Telecom|Social Networking|78
FEBRUARY 2016|123456700000143|News & Media|News|22
FEBRUARY 2016|123456700000143|Arts & Entertainment|TV & Video|95
FEBRUARY 2016|123456700000143|Sport|Golf|9
FEBRUARY 2016|123456700000143|News & Media|News|86
FEBRUARY 2016|123456700000143|Books & Literature|Book Retailers|50
FEBRUARY 2016|123456700000144|Books & Literature|Book Retailers|49
FEBRUARY 2016|123456700000144|Sport|Soccer|20
FEBRUARY 2016|123456700000144|Sport|Sport|13
FEBRUARY 2016|123456700000144|News & Media|Magazines & E-Zines|68
FEBRUARY 2016|123456700000144|Books & Literature|Book Retailers|66
FEBRUARY 2016|123456700000145|Sport|Golf|46
FEBRUARY 2016|123456700000145|News & Media|News|80
FEBRUARY 2016|123456700000145|Sport|Sport|38
FEBRUARY 2016|123456700000145|Arts & Entertainment|TV & Video|58
FEBRUARY 2016|123456700000145|Arts & Entertainment|TV & Video|21
FEBRUARY 2016|123456700000146|Internet & Telecom|Social Networking|69
FEBRUARY 2016|123456700000146|Arts & Entertainment|TV & Video|83
FEBRUARY 2016|123456700000146|Arts & Entertainment|TV & Video|44
FEBRUARY 2016|123456700000146|Books & Literature|Book Retailers|18
FEBRUARY 2016|123456700000146|Sport|Soccer|82
FEBRUARY 2016|123456700000147|Finance|Banking|19
FEBRUARY 2016|123456700000147|Sport|Soccer|91
FEBRUARY 2016|123456700000147|Finance|Banking|43
FEBRUARY 2016|123456700000147|Gambling|Sports Gambling|59
FEBRUARY 2016|123456700000147|News & Media|Science|9
FEBRUARY 2016|123456700000148|Arts & Entertainment|TV & Video|26
FEBRUARY 2016|123456700000148|Books & Literature|Book Retailers|55
FEBRUARY 2016|123456700000148|News & Media|Magazines & E-Zines|18
FEBRUARY 2016|123456700000148|Sport|Soccer|79
FEBRUARY 2016|123456700000148|News & Media|Science|22
FEBRUARY 2016|123456700000149|Books & Literature|Book Retailers|88
FEBRUARY 2016|123456700000149|Internet & Telecom|Social Networking|48
FEBRUARY 2016|123456700000149|Sport|Sport|27
FEBRUARY 2016|123456700000149|Sport|Soccer|0
FEBRUARY 2016|123456700000149|Books & Literature|Book Retailers|19
FEBRUARY 2016|123456700000150|Arts & Entertainment|TV & Video|54
FEBRUARY 2016|123456700000150|Sport|Rugby|2
FEBRUARY 2016|123456700000150|Sport|Rugby|52
FEBRUARY 2016|123456700000150|Sport|Rugby|30
FEBRUARY 2016|123456700000150|Books & Literature|Book Retailers|80
FEBRUARY 2016|123456700000151|Sport|Rugby|24
FEBRUARY 2016|123456700000151|Books & Literature|Book Retailers|36
FEBRUARY 2016|123456700000151|News & Media|News|5
FEBRUARY 2016|123456700000151|Sport|Rugby|64
FEBRUARY 2016|123456700000151|Finance|Banking|87
FEBRUARY 2016|123456700000152|News & Media|News|86
FEBRUARY 2016|123456700000152|Arts & Entertainment|TV & Video|63
FEBRUARY 2016|123456700000152|Finance|Banking|21
FEBRUARY 2016|123456700000152|Gambling|Sports Gambling|72
FEBRUARY 2016|123456700000152|Gambling|Sports Gambling|42
FEBRUARY 2016|123456700000153|News & Media|Magazines & E-Zines|34
FEBRUARY 2016|123456700000153|News & Media|News|83
FEBRUARY 2016|123456700000153|Books & Literature|Book Retailers|41
FEBRUARY 2016|123456700000153|Internet & Telecom|Social Networking|54
FEBRUARY 2016|123456700000153|News & Media|Magazines & E-Zines|78
FEBRUARY 2016|123456700000154|Sport|Soccer|47
FEBRUARY 2016|123456700000154|Sport|Rugby|25
FEBRUARY 2016|123456700000154|Sport|Soccer|73
FEBRUARY 2016|123456700000154|Sport|Rugby|50
FEBRUARY 2016|123456700000154|News & Media|News|42
FEBRUARY 2016|123456700000155|Internet & Telecom|Social Networking|62
FEBRUARY 2016|123456700000155|Arts & Entertainment|TV & Video|65
FEBRUARY 2016|123456700000155|Sport|Sport|10
FEBRUARY 2016|123456700000155|News & Media|Science|35
FEBRUARY 2016|123456700000155|Sport|Sport|12
FEBRUARY 2016|123456700000156|Sport|Sport|24
FEBRUARY 2016|123456700000156|Books & Literature|Book Retailers|78
FEBRUARY 2016|123456700000156|News & Media|Science|14
FEBRUARY 2016|123456700000156|Sport|Golf|4
FEBRUARY 2016|123456700000156|News & Media|Science|91
FEBRUARY 2016|123456700000157|News & Media|News|19
FEBRUARY 2016|123456700000157|Gambling|Sports Gambling|36
FEBRUARY 2016|123456700000157|News & Media|Science|56
FEBRUARY 2016|123456700000157|Finance|Banking|87
FEBRUARY 2016|123456700000157|Sport|Sport|21
FEBRUARY 2016|123456700000158|News & Media|Magazines & E-Zines|59
FEBRUARY 2016|123456700000158|Arts & Entertainment|TV & Video|42
FEBRUARY 2016|123456700000158|News & Media|Science|89
FEBRUARY 2016|123456700000158|Sport|Golf|69
FEBRUARY 2016|123456700000158|Finance|Banking|45
FEBRUARY 2016|123456700000159|News & Media|Magazines & E-Zines|57
